638976.00,409600.00,622592.00,-360448.00,65536.00,-704512.00,-131072.00,-606208.00,737280.00,114688.00,409600.00,-573440.00,-212992.00,-655360.00,-360448.00,-491520.00,671744.00,-344064.00,16384.00,-704512.00,-573440.00,-425984.00,-589824.00,-212992.00,491520.00,-557056.00,-262144.00,-655360.00,-688128.00,-180224.00,-622592.00,32768.00,49152.00,786432.00,688128.00,294912.00,606208.00,-393216.00,434176.00,-491520.00,344064.00,688128.00,720896.00,0.00,425984.00,-589824.00,212992.00,-589824.00,-671744.00,360448.00,32768.00,737280.00,589824.00,393216.00,606208.00,180224.00,-491520.00,589824.00,311296.00,655360.00,688128.00,147456.00,622592.00,-49152.00,212992.00,-737280.00,-524288.00,-491520.00,-704512.00,114688.00,-557056.00,278528.00,-98304.00,-720896.00,-671744.00,-245760.00,-589824.00,393216.00,-393216.00,483328.00,-638976.00,-425984.00,-622592.00,360448.00,-114688.00,688128.00,98304.00,622592.00,-737280.00,-147456.00,-442368.00,540672.00,180224.00,671744.00,327680.00,524288.00,-786432.00,-114688.00,-425984.00,622592.00,229376.00,688128.00,385024.00,516096.00,-737280.00,212992.00,-147456.00,720896.00,491520.00,524288.00,557056.00,327680.00,0.00,786432.00,671744.00,327680.00,638976.00,-360448.00,450560.00,-450560.00,294912.00,704512.00,720896.00,49152.00,442368.00,-573440.00,245760.00,-573440.00,475136.00,606208.00,720896.00,-131072.00,294912.00,-655360.00,81920.00,-638976.00,655360.00,376832.00,589824.00,-393216.00,16384.00,-704512.00,-147456.00,-606208.00,770048.00,-65536.00,262144.00,-671744.00,-393216.00,-606208.00,-483328.00,-409600.00,671744.00,-360448.00,-16384.00,-704512.00,-589824.00,-409600.00,-606208.00,-180224.00
-638976.00,262144.00,-49152.00,655360.00,475136.00,401408.00,524288.00,212992.00,-557056.00,376832.00,81920.00,638976.00,540672.00,294912.00,540672.00,114688.00,-557056.00,-475136.00,-622592.00,278528.00,-147456.00,655360.00,49152.00,589824.00,-638976.00,-344064.00,-557056.00,393216.00,-16384.00,655360.00,163840.00,557056.00,180224.00,704512.00,671744.00,131072.00,491520.00,-458752.00,303104.00,-524288.00,311296.00,638976.00,671744.00,0.00,393216.00,-540672.00,196608.00,-557056.00,-516096.00,-483328.00,-622592.00,229376.00,-180224.00,606208.00,0.00,557056.00,-606208.00,-344064.00,-540672.00,344064.00,-32768.00,638976.00,147456.00,557056.00,-688128.00,262144.00,-65536.00,688128.00,507904.00,442368.00,524288.00,229376.00,-589824.00,393216.00,65536.00,671744.00,573440.00,327680.00,573440.00,131072.00,-229376.00,671744.00,466944.00,458752.00,638976.00,-98304.00,507904.00,-262144.00,-65536.00,688128.00,557056.00,360448.00,606208.00,-245760.00,450560.00,-344064.00,-499712.00,-491520.00,-622592.00,212992.00,-212992.00,622592.00,-16384.00,573440.00,-589824.00,-393216.00,-573440.00,327680.00,-81920.00,622592.00,114688.00,573440.00,-704512.00,229376.00,-114688.00,688128.00,483328.00,466944.00,540672.00,262144.00,-638976.00,376832.00,49152.00,688128.00,557056.00,376832.00,573440.00,163840.00,-32768.00,720896.00,606208.00,327680.00,589824.00,-294912.00,450560.00,-401408.00,114688.00,704512.00,638976.00,212992.00,540672.00,-409600.00,360448.00,-475136.00,-344064.00,-606208.00,-655360.00,32768.00,-360448.00,540672.00,-163840.00,557056.00,-442368.00,-507904.00,-638976.00,180224.00,-245760.00,606208.00,-49152.00,573440.00
-573440.00,-409600.00,-573440.00,311296.00,-81920.00,655360.00,81920.00,557056.00,-557056.00,-393216.00,-573440.00,311296.00,-81920.00,622592.00,81920.00,540672.00,-655360.00,-262144.00,-499712.00,458752.00,65536.00,655360.00,212992.00,540672.00,-638976.00,-212992.00,-466944.00,458752.00,81920.00,638976.00,237568.00,516096.00,-655360.00,311296.00,0.00,688128.00,540672.00,393216.00,540672.00,196608.00,-622592.00,344064.00,16384.00,671744.00,540672.00,376832.00,540672.00,180224.00,262144.00,655360.00,688128.00,65536.00,442368.00,-483328.00,229376.00,-540672.00,262144.00,655360.00,671744.00,49152.00,442368.00,-507904.00,229376.00,-540672.00,-671744.00,278528.00,-32768.00,688128.00,516096.00,425984.00,540672.00,229376.00,-638976.00,294912.00,-16384.00,671744.00,507904.00,409600.00,540672.00,212992.00,-540672.00,-458752.00,-622592.00,262144.00,-147456.00,655360.00,16384.00,573440.00,-540672.00,-475136.00,-622592.00,262144.00,-163840.00,638976.00,32768.00,589824.00,-507904.00,-491520.00,-606208.00,229376.00,-163840.00,622592.00,16384.00,573440.00,-499712.00,-458752.00,-606208.00,229376.00,-180224.00,606208.00,0.00,573440.00,720896.00,-81920.00,229376.00,-655360.00,-360448.00,-557056.00,-466944.00,-385024.00,720896.00,-98304.00,212992.00,-638976.00,-376832.00,-557056.00,-466944.00,-360448.00,671744.00,245760.00,516096.00,-466944.00,-65536.00,-688128.00,-262144.00,-557056.00,688128.00,229376.00,483328.00,-491520.00,-114688.00,-688128.00,-278528.00,-557056.00,-212992.00,655360.00,475136.00,458752.00,638976.00,-114688.00,499712.00,-262144.00,-196608.00,655360.00,475136.00,458752.00,606208.00,-131072.00,491520.00,-270336.00
-376832.00,704512.00,442368.00,622592.00,737280.00,32768.00,622592.00,-196608.00,-507904.00,622592.00,311296.00,688128.00,704512.00,147456.00,638976.00,-65536.00,-786432.00,-98304.00,-393216.00,622592.00,278528.00,688128.00,393216.00,499712.00,-737280.00,-212992.00,-491520.00,524288.00,147456.00,704512.00,294912.00,557056.00,147456.00,770048.00,720896.00,212992.00,589824.00,-442368.00,360448.00,-540672.00,16384.00,786432.00,688128.00,311296.00,638976.00,-344064.00,450560.00,-466944.00,475136.00,-573440.00,-278528.00,-655360.00,-688128.00,-131072.00,-622592.00,49152.00,573440.00,-475136.00,-147456.00,-688128.00,-638976.00,-278528.00,-622592.00,-81920.00,-196608.00,-786432.00,-720896.00,-163840.00,-557056.00,491520.00,-360448.00,540672.00,-49152.00,-770048.00,-671744.00,-294912.00,-638976.00,360448.00,-442368.00,475136.00,-294912.00,720896.00,491520.00,557056.00,737280.00,-65536.00,589824.00,-245760.00,-425984.00,638976.00,360448.00,638976.00,704512.00,65536.00,622592.00,-114688.00,-802816.00,16384.00,-311296.00,688128.00,360448.00,671744.00,458752.00,442368.00,-770048.00,-131072.00,-425984.00,606208.00,229376.00,688128.00,368640.00,516096.00,-655360.00,-475136.00,-655360.00,360448.00,-81920.00,737280.00,98304.00,622592.00,-557056.00,-557056.00,-704512.00,229376.00,-229376.00,688128.00,-16384.00,655360.00,507904.00,-606208.00,-278528.00,-671744.00,-704512.00,-147456.00,-655360.00,32768.00,622592.00,-491520.00,-147456.00,-737280.00,-671744.00,-294912.00,-638976.00,-81920.00,-114688.00,770048.00,622592.00,425984.00,704512.00,-229376.00,524288.00,-393216.00,-262144.00,720896.00,507904.00,524288.00,720896.00,-98304.00,573440.00,-278528.00
557056.00,573440.00,737280.00,-212992.00,245760.00,-704512.00,16384.00,-671744.00,311296.00,753664.00,770048.00,65536.00,491520.00,-573440.00,262144.00,-622592.00,-442368.00,-704512.00,-770048.00,65536.00,-393216.00,655360.00,-163840.00,655360.00,-163840.00,-802816.00,-737280.00,-196608.00,-606208.00,475136.00,-393216.00,540672.00,16384.00,-819200.00,-688128.00,-344064.00,-671744.00,344064.00,-483328.00,466944.00,311296.00,-753664.00,-507904.00,-589824.00,-753664.00,65536.00,-622592.00,245760.00,770048.00,262144.00,540672.00,-524288.00,-114688.00,-753664.00,-311296.00,-606208.00,606208.00,524288.00,720896.00,-294912.00,163840.00,-737280.00,-49152.00,-688128.00,-589824.00,573440.00,262144.00,737280.00,737280.00,229376.00,671744.00,0.00,-737280.00,344064.00,-16384.00,770048.00,589824.00,458752.00,622592.00,229376.00,770048.00,-327680.00,65536.00,-770048.00,-573440.00,-491520.00,-638976.00,-278528.00,819200.00,0.00,327680.00,-704512.00,-360448.00,-671744.00,-475136.00,-475136.00,-606208.00,573440.00,212992.00,753664.00,720896.00,245760.00,671744.00,16384.00,-753664.00,294912.00,-65536.00,770048.00,557056.00,475136.00,589824.00,245760.00,802816.00,65536.00,409600.00,-655360.00,-278528.00,-688128.00,-442368.00,-524288.00,720896.00,360448.00,606208.00,-458752.00,0.00,-737280.00,-212992.00,-638976.00,704512.00,-409600.00,-32768.00,-770048.00,-638976.00,-393216.00,-655360.00,-196608.00,802816.00,-114688.00,245760.00,-704512.00,-425984.00,-606208.00,-540672.00,-409600.00,114688.00,-802816.00,-622592.00,-442368.00,-720896.00,262144.00,-557056.00,393216.00,409600.00,-704512.00,-409600.00,-638976.00,-737280.00,-32768.00,-655360.00,163840.00
-229376.00,786432.00,573440.00,524288.00,753664.00,-147456.00,589824.00,-311296.00,-589824.00,540672.00,212992.00,737280.00,688128.00,262144.00,671744.00,32768.00,-32768.00,819200.00,704512.00,376832.00,704512.00,-327680.00,491520.00,-466944.00,-442368.00,688128.00,393216.00,655360.00,753664.00,81920.00,671744.00,-131072.00,737280.00,-344064.00,49152.00,-770048.00,-589824.00,-458752.00,-622592.00,-262144.00,802816.00,114688.00,442368.00,-638976.00,-245760.00,-720896.00,-409600.00,-540672.00,294912.00,770048.00,770048.00,81920.00,507904.00,-557056.00,278528.00,-622592.00,-147456.00,786432.00,606208.00,475136.00,737280.00,-212992.00,557056.00,-360448.00,524288.00,-638976.00,-294912.00,-704512.00,-737280.00,-163840.00,-688128.00,49152.00,770048.00,-262144.00,114688.00,-753664.00,-540672.00,-524288.00,-606208.00,-311296.00,786432.00,-196608.00,180224.00,-737280.00,-475136.00,-573440.00,-557056.00,-376832.00,753664.00,278528.00,557056.00,-524288.00,-114688.00,-737280.00,-278528.00,-606208.00,802816.00,114688.00,458752.00,-622592.00,-229376.00,-720896.00,-393216.00,-557056.00,589824.00,557056.00,720896.00,-262144.00,196608.00,-720896.00,-32768.00,-671744.00,819200.00,-16384.00,360448.00,-688128.00,-344064.00,-671744.00,-483328.00,-483328.00,688128.00,425984.00,655360.00,-409600.00,65536.00,-753664.00,-147456.00,-655360.00,245760.00,770048.00,770048.00,114688.00,540672.00,-524288.00,294912.00,-606208.00,-196608.00,786432.00,589824.00,507904.00,737280.00,-163840.00,573440.00,-327680.00,622592.00,-524288.00,-147456.00,-753664.00,-688128.00,-294912.00,-671744.00,-81920.00,819200.00,-81920.00,278528.00,-704512.00,-409600.00,-622592.00,-507904.00,-425984.00
114688.00,786432.00,737280.00,245760.00,606208.00,-425984.00,393216.00,-516096.00,-458752.00,638976.00,344064.00,671744.00,720896.00,114688.00,638976.00,-98304.00,-524288.00,-589824.00,-704512.00,196608.00,-262144.00,671744.00,-65536.00,638976.00,16384.00,-770048.00,-638976.00,-344064.00,-655360.00,294912.00,-466944.00,425984.00,-196608.00,-753664.00,-704512.00,-163840.00,-540672.00,491520.00,-360448.00,540672.00,409600.00,-638976.00,-360448.00,-606208.00,-704512.00,-65536.00,-606208.00,131072.00,622592.00,458752.00,671744.00,-327680.00,131072.00,-704512.00,-81920.00,-638976.00,114688.00,770048.00,688128.00,229376.00,573440.00,-425984.00,385024.00,-507904.00,-131072.00,753664.00,606208.00,425984.00,688128.00,-212992.00,516096.00,-368640.00,-622592.00,458752.00,131072.00,720896.00,638976.00,311296.00,622592.00,98304.00,-802816.00,-81920.00,-393216.00,638976.00,294912.00,704512.00,409600.00,507904.00,-507904.00,-573440.00,-704512.00,180224.00,-262144.00,671744.00,-49152.00,622592.00,-65536.00,-786432.00,-671744.00,-278528.00,-606208.00,393216.00,-434176.00,491520.00,507904.00,-589824.00,-278528.00,-671744.00,-704512.00,-180224.00,-655360.00,32768.00,638976.00,409600.00,638976.00,-376832.00,81920.00,-704512.00,-131072.00,-622592.00,196608.00,753664.00,704512.00,163840.00,524288.00,-475136.00,327680.00,-540672.00,622592.00,475136.00,688128.00,-311296.00,131072.00,-720896.00,-98304.00,-655360.00,114688.00,770048.00,704512.00,229376.00,573440.00,-442368.00,385024.00,-516096.00,-737280.00,-311296.00,-557056.00,507904.00,81920.00,753664.00,245760.00,589824.00,-327680.00,-720896.00,-737280.00,-16384.00,-442368.00,573440.00,-229376.00,606208.00
344064.00,606208.00,671744.00,-16384.00,344064.00,-540672.00,147456.00,-557056.00,-294912.00,638976.00,409600.00,524288.00,638976.00,-32768.00,540672.00,-180224.00,-425984.00,-540672.00,-638976.00,131072.00,-262144.00,589824.00,-81920.00,557056.00,212992.00,-655360.00,-450560.00,-450560.00,-622592.00,98304.00,-507904.00,245760.00,589824.00,393216.00,606208.00,-311296.00,98304.00,-671744.00,-114688.00,-589824.00,0.00,704512.00,606208.00,311296.00,589824.00,-311296.00,417792.00,-417792.00,-606208.00,-409600.00,-573440.00,344064.00,-65536.00,671744.00,98304.00,573440.00,-16384.00,-704512.00,-606208.00,-294912.00,-573440.00,311296.00,-409600.00,409600.00,557056.00,458752.00,638976.00,-262144.00,163840.00,-671744.00,-49152.00,-606208.00,-32768.00,737280.00,606208.00,344064.00,622592.00,-278528.00,458752.00,-401408.00,-344064.00,-622592.00,-655360.00,32768.00,-360448.00,557056.00,-196608.00,557056.00,311296.00,-622592.00,-393216.00,-540672.00,-655360.00,-16384.00,-573440.00,163840.00,409600.00,606208.00,704512.00,-98304.00,327680.00,-606208.00,98304.00,-606208.00,-229376.00,704512.00,483328.00,499712.00,671744.00,-98304.00,557056.00,-262144.00,-573440.00,-524288.00,-671744.00,262144.00,-180224.00,671744.00,0.00,622592.00,98304.00,-737280.00,-573440.00,-393216.00,-638976.00,229376.00,-491520.00,352256.00,540672.00,475136.00,655360.00,-229376.00,196608.00,-638976.00,-16384.00,-589824.00,-98304.00,720896.00,557056.00,409600.00,622592.00,-212992.00,466944.00,-352256.00,-262144.00,-688128.00,-655360.00,-81920.00,-442368.00,499712.00,-262144.00,524288.00,409600.00,-589824.00,-327680.00,-573440.00,-655360.00,-81920.00,-573440.00,98304.00
688128.00,-606208.00,-229376.00,-802816.00,-737280.00,-311296.00,-737280.00,-81920.00,786432.00,360448.00,622592.00,-524288.00,-32768.00,-786432.00,-229376.00,-655360.00,835584.00,-376832.00,32768.00,-835584.00,-638976.00,-524288.00,-688128.00,-294912.00,638976.00,589824.00,753664.00,-294912.00,229376.00,-770048.00,0.00,-704512.00,786432.00,-458752.00,-49152.00,-835584.00,-671744.00,-442368.00,-704512.00,-212992.00,704512.00,507904.00,704512.00,-376832.00,131072.00,-770048.00,-81920.00,-704512.00,884736.00,-245760.00,147456.00,-835584.00,-557056.00,-606208.00,-638976.00,-376832.00,557056.00,671744.00,786432.00,-180224.00,327680.00,-737280.00,81920.00,-704512.00,868352.00,-278528.00,131072.00,-819200.00,-573440.00,-589824.00,-638976.00,-360448.00,557056.00,671744.00,786432.00,-212992.00,311296.00,-737280.00,65536.00,-688128.00,802816.00,-425984.00,-32768.00,-835584.00,-655360.00,-491520.00,-688128.00,-245760.00,688128.00,540672.00,737280.00,-376832.00,163840.00,-786432.00,-65536.00,-720896.00,851968.00,-311296.00,98304.00,-835584.00,-589824.00,-573440.00,-655360.00,-344064.00,622592.00,622592.00,786432.00,-245760.00,294912.00,-753664.00,32768.00,-704512.00,802816.00,-409600.00,-32768.00,-819200.00,-655360.00,-475136.00,-688128.00,-245760.00,671744.00,557056.00,737280.00,-327680.00,196608.00,-770048.00,-32768.00,-704512.00,770048.00,-491520.00,-98304.00,-835584.00,-704512.00,-425984.00,-720896.00,-196608.00,737280.00,458752.00,704512.00,-425984.00,98304.00,-786432.00,-131072.00,-688128.00,688128.00,-589824.00,-212992.00,-802816.00,-737280.00,-327680.00,-720896.00,-81920.00,786432.00,360448.00,622592.00,-524288.00,-32768.00,-786432.00,-229376.00,-655360.00
-770048.00,262144.00,-114688.00,753664.00,524288.00,524288.00,573440.00,294912.00,-425984.00,-688128.00,-753664.00,65536.00,-376832.00,638976.00,-163840.00,638976.00,-163840.00,-770048.00,-737280.00,-196608.00,-573440.00,475136.00,-376832.00,540672.00,704512.00,-360448.00,0.00,-753664.00,-589824.00,-425984.00,-606208.00,-229376.00,737280.00,-344064.00,16384.00,-753664.00,-589824.00,-458752.00,-638976.00,-245760.00,491520.00,622592.00,737280.00,-147456.00,294912.00,-671744.00,81920.00,-655360.00,376832.00,737280.00,770048.00,0.00,442368.00,-606208.00,196608.00,-638976.00,-622592.00,524288.00,180224.00,737280.00,688128.00,278528.00,655360.00,49152.00,-786432.00,-131072.00,-458752.00,622592.00,229376.00,704512.00,360448.00,524288.00,-49152.00,-802816.00,-688128.00,-294912.00,-622592.00,393216.00,-450560.00,483328.00,-32768.00,-802816.00,-688128.00,-327680.00,-638976.00,376832.00,-458752.00,483328.00,770048.00,-245760.00,131072.00,-737280.00,-507904.00,-524288.00,-589824.00,-327680.00,802816.00,-65536.00,278528.00,-704512.00,-409600.00,-638976.00,-507904.00,-434176.00,262144.00,753664.00,753664.00,98304.00,507904.00,-540672.00,278528.00,-606208.00,-147456.00,802816.00,606208.00,475136.00,720896.00,-196608.00,557056.00,-376832.00,-819200.00,32768.00,-327680.00,704512.00,376832.00,655360.00,475136.00,442368.00,-770048.00,-229376.00,-524288.00,557056.00,147456.00,737280.00,294912.00,573440.00,32768.00,-802816.00,-671744.00,-376832.00,-688128.00,311296.00,-491520.00,434176.00,360448.00,-720896.00,-475136.00,-606208.00,-737280.00,32768.00,-638976.00,212992.00,770048.00,131072.00,458752.00,-606208.00,-196608.00,-704512.00,-360448.00,-557056.00
