14.688675,1,-0.232172,-1146.4729,3
14.688675,0.75,-0.109983,-1723.444824,3
14.704301,0.5625,-0.232172,-2483.596191,3
14.719928,0.5625,-0.354361,-2440.705078,3
14.704301,0.375,-0.232172,-2802.287109,3
14.719928,0.1875,0.012206,-4758.000977,3
14.719928,0.1875,0.012206,-8225.530273,3
14.735554,0.0625,-0.109983,-8004.803223,3
14.719928,0.0625,-0.109983,-7863.779785,3
14.735554,0.0625,0.012206,-13508.95898,3
14.735554,0.0625,0.012206,-13508.95898,3
14.719928,0.0625,-0.109983,-10383.41211,3
14.735554,0.0625,-0.109983,-9128.841797,3
14.735554,0.0625,-0.109983,-8498.09082,3
14.766806,0.1875,-0.109983,-8165.501465,3
14.766806,0.1875,-0.109983,-7971.946289,3
14.766806,0.1875,0.012206,-7859.299316,3
14.782433,0.1875,-0.109983,-7800.911133,3
14.798059,0.25,-0.109983,-7769.315918,3
14.766806,0.25,-0.109983,-7729.126953,3
14.782433,0.25,-0.109983,-7722.970215,3
14.813684,0.25,0.012206,-13580.58594,3
14.891816,0.375,-0.109983,-13551.93555,3
14.782433,0.375,-0.232172,-10419.89063,3
14.829311,0.375,-0.109983,-9169.198242,3
14.829311,0.375,-0.109983,-8536.586914,3
14.798059,0.375,-0.109983,-8195.401367,3
14.844937,0.375,-0.232172,-5499.057129,3
14.844937,0.375,-0.109983,-6211.411133,3
14.844937,0.375,-0.109983,-6737.812012,3
14.844937,0.375,0.012206,-11931.15234,3
14.860563,0.375,0.012206,-13623.5625,3
14.87619,0.375,-0.109983,-10456.31348,3
14.87619,0.375,-0.109983,-9183.199219,3
14.860563,0.375,-0.109983,-8550.867188,3
14.860563,0.375,-0.109983,-8210.09375,3
14.87619,0.375,-0.109983,-8034.057617,3
14.87619,0.375,-0.109983,-7913.751953,3
14.891816,0.375,-0.109983,-7856.035156,3
14.891816,0.375,-0.109983,-7816.802734,3
14.891816,0.25,-0.109983,-7793.367676,3
14.87619,0.25,-0.109983,-7771.17041,3
14.891816,0.25,-0.109983,-7770.896973,3
14.891816,0.25,-0.109983,-7765.824707,3
14.907442,0.1875,-0.109983,-7770.916504,3
14.891816,0.1875,0.012206,-13652.21387,3
14.891816,0.1875,-0.109983,-10483.5957,3
14.907442,0.1875,-0.109983,-9206.841797,3
14.907442,0.1875,-0.109983,-8573.666992,3
14.891816,0.1875,0.012206,-13652.21387,3
14.891816,0.0625,0.134395,13652.21387,3
14.891816,0.0625,0.012206,13652.21387,3
14.907442,0.0625,-0.109983,-13652.21387,3
14.891816,0,-0.109983,-10492.68262,3
14.923069,-0.125,-0.109983,-9214.71875,3
14.923069,-0.125,-0.109983,-8581.265625,3
14.923069,-0.25,-0.109983,-8240.504883,3
14.923069,-0.3125,0.012206,-13680.86523,3
14.891816,-0.3125,0.134395,13652.21387,3
14.891816,-0.3125,0.134395,9365.962891,3
14.907442,-0.4375,0.012206,13666.53906,3
14.907442,-0.4375,0.134395,9373.478516,3
14.907442,-0.5,0.134395,7890.384277,3
14.923069,-0.5,0.134395,7208.227051,3
14.923069,-0.5,0.134395,6841.429688,3
14.923069,-0.5,0.134395,6642.088379,3
14.923069,-0.5,0.134395,6534.422363,3
14.938695,-0.5,0.012206,10235.85547,3
14.938695,-0.4375,0.012206,13695.19043,3
14.923069,-0.4375,0.012206,13680.86523,3
14.938695,-0.3125,0.012206,13709.51563,3
14.969948,-0.125,0.134395,9403.506836,3
14.938695,0.0625,0.012206,13695.19043,3
14.938695,0.1875,0.012206,13723.8418,3
14.969948,0.25,-0.109983,-13723.8418,3
14.938695,0.25,-0.109983,-10510.84766,3
14.954321,0.375,-0.232172,-6055.818359,3
14.969948,0.375,-0.232172,-4824.248535,3
14.969948,0.375,-0.232172,-4299.134277,3
14.969948,0.375,-0.232172,-4035.325928,3
14.954321,0.375,-0.232172,-3887.936523,3
14.969948,0.375,-0.109983,-4865.486816,3
14.954321,0.375,-0.232172,-4318.726074,3
14.969948,0.375,-0.109983,-4041.649414,3
14.938695,0.375,-0.232172,-3889.862061,3
14.938695,0.375,-0.232172,-3806.223633,3
14.938695,0.375,-0.232172,-3761.540039,3
14.938695,0.375,-0.232172,-3729.011475,3
14.923069,0.375,-0.232172,-3708.15625,3
14.923069,0.375,-0.232172,-3698.032227,3
14.907442,0.375,-0.109983,-3688.106934,3
14.87619,0.375,-0.109983,-4651.315918,3
14.87619,0.375,-0.109983,-5530.319824,3
14.87619,0.5,-0.109983,-6248.065918,3
14.87619,0.5,-0.232172,-4882.655273,3
14.860563,0.5,-0.232172,-4312.336914,3
14.87619,0.5,-0.232172,-4034.822266,3
14.860563,0.5,-0.232172,-3878.049316,3
14.860563,0.375,-0.354361,-3117.741211,3
14.829311,0.375,-0.232172,-3307.805908,3
14.829311,0.375,-0.232172,-3438.94873,3
14.829311,0.375,-0.232172,-3523.236084,3
14.813684,0.375,-0.232172,-3572.314453,3
14.798059,0.375,-0.232172,-3601.130615,3
14.798059,0.375,-0.232172,-3621.102783,3
14.782433,0.25,-0.109983,-4577.736816,3
14.782433,0.1875,-0.232172,-4154.397949,3
14.766806,0.1875,-0.109983,-5077.772949,3
14.75118,0.1875,-0.109983,-5859.22998,3
14.766806,0.1875,-0.109983,-6473.407227,3
14.735554,0.1875,-0.232172,-6890.913574,3
