Speed,SteerAngle,YawRate,TurnRadius,GearPos
13.579211,1.062500,-0.354361,-2583.560547,3
13.626090,1.062500,-0.354361,-2432.396240,3
13.579211,1.062500,-0.354361,-2333.828613,3
13.594837,1.062500,-0.354361,-2280.501953,3
13.579211,1.062500,-0.354361,-2248.219971,3
13.563585,1.062500,-0.354361,-2225.849121,3
13.563585,1.062500,-0.354361,-2213.588379,3
13.516706,1.062500,-0.232172,-2528.764893,3
13.516706,1.062500,-0.232172,-2773.187500,3
13.501080,1.062500,-0.232172,-2954.348389,3
13.469828,1.062500,-0.232172,-3076.282471,3
13.469828,1.062500,-0.232172,-3163.436035,3
13.485454,1.062500,-0.232172,-3224.766602,3
13.485454,1.062500,-0.354361,-3266.012939,3
13.454201,1.062500,-0.354361,-2750.967041,3
13.485454,1.062500,-0.476550,-2190.090332,3
13.438575,1.062500,-0.354361,-2178.941406,3
13.422949,1.062500,-0.354361,-2176.715820,3
13.407322,1.062500,-0.354361,-2170.256348,3
13.391696,1.062500,-0.354361,-2171.902588,3
13.391696,1.062500,-0.354361,-2166.290527,3
13.391696,1.062500,-0.354361,-2165.939697,3
13.376070,1.062500,-0.232172,-2477.170898,3
13.360444,1.062500,-0.354361,-2351.554199,3
13.360444,1.062500,-0.354361,-2275.875244,3
13.376070,1.062500,-0.232172,-2571.255615,3
13.376070,1.062500,-0.232172,-2798.654785,3
13.297938,1.000000,-0.232172,-2946.417236,3
13.329191,1.000000,-0.232172,-3068.284912,3
13.297938,1.000000,-0.354361,-2647.399414,3
13.266686,1.000000,-0.232172,-2844.156006,3
13.266686,1.000000,-0.232172,-2987.471191,3
13.251060,0.875000,-0.232172,-3082.445557,3
13.235434,0.875000,-0.354361,-2657.014160,3
13.219808,0.875000,-0.354361,-2437.495850,3
13.204181,0.875000,-0.232172,-2681.494873,3
13.204181,0.875000,-0.232172,-2866.328857,3
13.188555,0.750000,-0.232172,-2990.398438,3
13.172929,0.750000,-0.232172,-3080.117920,3
13.141676,0.750000,-0.232172,-3136.308350,3
13.141676,0.750000,-0.232172,-3171.844238,3
13.126050,0.750000,-0.232172,-3193.552979,3
13.126050,0.750000,-0.232172,-3210.011230,3
13.126050,0.750000,-0.232172,-3216.748535,3
13.079171,0.750000,-0.232172,-3215.823242,3
13.094797,0.750000,-0.354361,-2709.216553,3
13.063545,0.750000,-0.232172,-2870.392822,3
13.047918,0.750000,-0.232172,-2985.122314,3
13.032292,0.750000,-0.232172,-3062.129150,3
13.016666,0.750000,-0.354361,-2634.819824,3
13.016666,0.750000,-0.232172,-2812.720459,3
13.001040,0.750000,-0.232172,-2941.075439,3
12.985414,0.750000,-0.232172,-3028.339111,3
12.954161,0.687500,-0.354361,-2609.824707,3
12.969788,0.687500,-0.232172,-2795.312744,3
12.922909,0.687500,-0.232172,-2917.704590,3
12.922909,0.687500,-0.232172,-3009.552979,3
12.922909,0.687500,-0.232172,-3071.585205,3
12.907283,0.687500,-0.232172,-3108.945801,3
12.876030,0.687500,-0.232172,-3128.253906,3
12.860404,0.687500,-0.232172,-3141.909180,3
12.797898,0.687500,-0.109983,-3855.434814,3
12.782272,0.375000,0.134395,-9797.045898,3
12.641636,0.375000,-0.232172,-8326.409180,3
12.969788,0.375000,0.012206,-11890.175781,3
12.672889,0.375000,-0.232172,-5928.912109,3
12.813525,0.375000,-0.109983,-6220.710938,3
12.844777,0.375000,-0.232172,-6335.870117,3
12.704141,0.375000,-0.109983,-6422.762695,3
12.719768,0.375000,-0.109983,-4697.687500,3
12.704141,0.375000,-0.232172,-3985.008545,3
12.704141,0.375000,-0.232172,-3636.059326,3
12.672889,0.375000,-0.232172,-3433.270996,3
12.672889,0.375000,-0.232172,-3318.603271,3
12.657263,0.375000,-0.109983,-4020.687012,3
12.657263,0.375000,-0.109983,-4663.375488,3
12.657263,0.375000,-0.109983,-5201.158691,3
12.626010,0.375000,-0.109983,-5613.077148,3
12.626010,0.375000,0.012206,-9128.516602,3
12.610384,0.250000,-0.232172,-8021.612793,3
12.579131,0.250000,-0.232172,-5147.001953,3
12.579131,0.187500,-0.109983,-5567.026367,3
12.594757,0.187500,-0.109983,-5885.655273,3
12.594757,0.062500,-0.109983,-6075.877930,3
12.610384,0.000000,-0.109983,-6266.914551,3
12.532252,-0.125000,-0.109983,-6330.357910,3
12.563505,-0.312500,-0.109983,-10331.355469,3
12.594757,-0.437500,0.012206,-8603.889648,3
12.532252,-0.500000,0.012206,-11489.061523,3
12.532252,-0.750000,0.012206,-11517.712891,3
12.563505,-0.937500,0.012206,-11517.712891,3
12.532252,-1.000000,0.134395,11489.061523,3
12.547878,-1.125000,0.134395,8194.956055,3
12.547878,-1.125000,0.256584,4895.490234,3
12.532252,-1.125000,0.256584,3871.928955,3
12.532252,-1.125000,0.256584,3412.931152,3
12.532252,-1.125000,0.256584,3168.989258,3
12.532252,-1.125000,0.256584,3021.117188,3
12.532252,-1.000000,0.256584,2943.794922,3
12.547878,-1.000000,0.256584,2894.741699,3
12.532252,-1.000000,0.134395,3445.547119,3
12.547878,-0.937500,0.134395,3941.023193,3
12.547878,-0.937500,0.134395,4342.290039,3
12.516626,-0.937500,0.256584,3632.043457,3
12.500999,-0.937500,0.256584,3283.371094,3
12.516626,-0.937500,0.256584,3096.373291,3
12.563505,-0.937500,0.256584,2994.576172,3
12.547878,-0.937500,0.256584,2488.146484,3
12.500999,-0.937500,0.256584,2580.016357,3
12.547878,-0.937500,0.256584,2660.453613,3
12.516626,-0.937500,0.134395,3221.077881,3
12.547878,-0.937500,0.256584,3065.161621,3
12.532252,-0.937500,0.256584,2963.760254,3
12.563505,-0.937500,0.134395,2910.793213,3
12.579131,-0.937500,-0.109983,5922.876465,3
12.500999,-0.937500,0.012206,8591.707031,3
12.547878,-0.937500,0.378773,3846.720703,3
12.454122,-0.937500,0.134395,2817.626221,3
12.563505,-0.937500,-0.109983,5700.411621,3
12.532252,-0.937500,0.378773,4141.688477,3
12.516626,-0.812500,0.378773,2936.705811,3
12.532252,-0.750000,0.256584,2461.531494,3
12.438495,-0.500000,0.134395,3012.106201,3
12.516626,0.187500,0.134395,3571.553711,3
12.454122,1.000000,0.134395,4017.510742,3
12.532252,1.562500,0.134395,4419.865234,3
12.532252,2.187500,-0.232172,10674.459961,3
12.579131,2.687500,-0.598739,-5810.062500,3
12.626010,2.750000,-0.598739,-2481.874512,3
12.547878,2.687500,-0.720928,-1625.861084,3
12.594757,2.687500,-0.720928,-1335.678955,3
12.547878,2.687500,-0.598739,-1280.473999,3
12.516626,2.562500,-0.598739,-1249.254272,3
12.500999,2.500000,-0.476550,-1229.213379,3
12.547878,2.500000,-0.476550,-1318.101196,3
12.547878,2.500000,-0.476550,-1379.248291,3
12.532252,2.375000,-0.598739,-1418.445679,3
12.516626,2.375000,-0.720928,-1234.291626,3
12.500999,2.375000,-0.598739,-1219.744873,3
12.500999,2.375000,-0.476550,-1309.329102,3
12.500999,2.375000,-0.598739,-1265.427490,3
12.500999,2.500000,-0.598739,-1240.343506,3
12.516626,2.750000,-0.598739,-1226.082764,3
12.516626,3.562500,-0.598739,-1214.515381,3
12.500999,4.000000,-0.720928,-1126.798950,3
12.485373,4.375000,-0.843117,-1010.113647,3
12.469748,5.000000,-0.965306,-948.163086,3
12.469748,5.500000,-1.087495,-819.875854,3
12.454122,5.750000,-1.209684,-721.143799,3
12.469748,6.000000,-1.454062,-641.198059,3
12.407243,6.187500,-1.576251,-559.113770,3
12.438495,6.187500,-1.576251,-517.892578,3
12.407243,6.250000,-1.698440,-477.284363,3
12.391616,6.250000,-1.698440,-455.612213,3
12.391616,6.062500,-1.698440,-441.095337,3
12.360364,5.875000,-1.454062,-455.261719,3
12.344737,5.562500,-1.576251,-465.222687,3
12.329111,5.375000,-1.576251,-458.792175,3
12.313485,5.187500,-1.576251,-454.480377,3
12.266606,5.062500,-1.331873,-476.734161,3
12.250979,5.062500,-1.454062,-477.990967,3
11.829071,5.000000,-1.087495,-476.556549,3
12.751019,3.875000,-0.598739,-631.714722,3
12.329111,3.500000,-1.087495,-586.038086,3
12.110344,3.687500,-0.720928,-699.209351,3
12.125970,3.000000,-0.843117,-738.142639,3
12.016586,3.062500,-0.965306,-806.878235,3
12.094717,3.062500,-1.087495,-736.125061,3
12.094717,3.062500,-1.087495,-699.038818,3
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
0.000000,0.000000,-119.977409,-0.000000,0
