0,18.5,0.378773,-96.746544,3
0,18.5,0.378773,-96.746544,3
0,18.5,0.378773,-96.746544,3
0,18.5,0.256584,-96.746544,3
0,18.5,0.256584,-96.746544,3
0,18.5,0.256584,-96.746544,3
0,18.5,0.256584,-96.746544,3
0,18.5,0.256584,-96.746544,3
0,18.5,0.256584,-96.746544,3
0,18.5,0.256584,-96.746544,3
0,18.5,0.256584,-96.746544,3
0,18.5,0.256584,-96.746544,3
0,18.5,0.256584,-96.746544,3
0,18.5,0.256584,-96.746544,3
0,18.5,0.256584,-96.746544,3
0,19.9375,0.256584,-96.746544,3
0,23,0.256584,-96.746544,3
0,29,0.256584,-96.746544,3
0,32.9375,0.256584,-96.746544,3
0,50,0.012206,-96.746544,3
0,57,0.134395,-96.746544,3
0,65.4375,0.012206,-96.746544,3
0,74,0.012206,-96.746544,3
0,93,0.012206,-96.746544,3
0,101.5,0.012206,-96.746544,3
0,107,0.012206,-96.746544,3
0.078131,114.4375,0.012206,-96.700211,3
0.109384,128.4375,-0.109983,-96.615013,3
0.140636,133.5,-0.109983,-96.615013,3
0.140636,137.5,-0.354361,-96.314011,3
0.203141,140.5,-0.47655,-96.314011,3
0.265646,142.4375,-0.720928,-95.621307,3
0.296899,142.4375,-0.720928,-95.102295,3
0.312525,141.5,-0.965306,-94.501022,3
0.37503,141,-1.209684,-94.501022,3
0.484414,140.5,-1.454062,-92.638092,3
0.531292,140.5,-1.454062,-91.392273,3
0.593798,140.5,-1.576251,-89.948326,3
0.656303,140.5,-1.576251,-88.313133,3
0.781312,140,-1.820629,-86.358734,3
0.828191,139.5,-1.820629,-84.305878,3
0.906322,138,-2.187196,-82.104782,3
0.984454,136.5,-2.309385,-79.789093,3
1.12509,127.5,-2.553763,-77.279053,3
1.203221,121.4375,-2.675952,-74.766716,3
1.296979,115.4375,-2.92033,-72.254402,3
1.37511,109,-2.92033,-72.254402,3
1.546999,92,-2.798141,-67.324219,3
1.62513,83.5,-2.553763,-67.324219,3
1.703261,74.5,-2.309385,-62.840054,3
1.797019,66.5,-2.309385,-62.840054,3
1.968907,49,-2.065007,-58.936954,3
2.062665,43,-1.820629,-58.936954,3
2.140796,34.5,-1.576251,-55.716774,3
2.234554,29,-1.209684,-54.388908,3
2.390816,23.4375,-0.598739,-53.209999,3
